"","X4PSENRSTLV","X3TGPATOT","X1SES","S1FRNDCLG"
"2495","0",3,0.3677,1
"2496","2",3.5,-0.0655,1
"2497","2",2,-0.7701,1
"2498","2",4,1.0269,1
"2499","0",3.5,0.6763,1
"2501","0",3,-0.5978,1
"2502","0",4,0.2936,1
"2503","2",4,0.334,1
"2504","2",3,-0.2324,1
"2505","0",2.5,0.7983,1
"2506","1",4,-0.8455,1
"2507","2",2.5,0.8162,1
"2509","0",2,-0.1774,1
"2510","0",3.5,0.3474,2
"2511","2",3.5,1.5667,1
"2512","2",2.5,0.243,1
"2513","0",2,-0.5301,1
"2514","0",3,-0.3465,1
"2515","0",3,0.6692,1
"2517","2",4,0.7928,1
"2518","1",3.5,-0.1231,1
"2519","2",3.5,0.811,1
"2520","2",2.5,0.2955,1
"2521","0",3,-0.0289,1
"2522","1",3.5,0.7736,1
"2523","2",4,1.8251,1
"2524","2",2.5,0.8762,1
"2526","0",3.5,-0.2066,1
"2528","2",3.5,-1.044,1
"2529","2",4,-0.0103,1
"2530","0",3,-0.251,1
"2531","2",4,0.2612,1
"2532","2",4,1.179,1
"2533","0",2,-0.3322,1
"2535","1",1.5,0.1463,1
"2536","2",3.5,-0.6212,1
"2539","2",4,0.0835,1
"2540","2",3.5,0.5518,1
"2541","0",3,-0.4293,2
"2542","2",3,-1.0134,1
"2543","1",2.5,1.009,1
"2544","2",4,2.1636,1
"2545","2",4,1.9792,1
"2546","2",3,1.1166,2
"2547","0",2,-1.1364,2
"2548","1",3,-0.8412,1
"2549","1",3,-0.7751,1
"2550","2",3.5,-0.9032,1
"2551","0",3,0.3549,1
"2552","2",4,-0.0252,1
"2553","0",2.5,0.0551,1
"2554","0",2,0.0887,2
"2555","0",3.5,0.1681,1
"2557","0",3,0.9988,1
"2558","0",3,-0.2751,1
"2559","1",3,-0.0814,1
"2560","2",3.5,-0.1074,1
"2561","1",3.5,-0.5665,1
"2562","2",2,-0.2293,1
"2563","1",3,0.8363,1
"2564","1",3,-0.0996,1
"2565","0",2.5,0.6023,1
"2566","1",2,-1.43,1
"2567","2",4,1.4351,1
"2568","2",4,0.9224,1
"2569","2",4,1.2525,1
"2570","2",3.5,-0.7259,1
"2571","1",3,2.0188,1
"2572","1",2.5,-0.0036,2
"2573","2",3,1.5335,1
"2574","2",3.5,0.7743,1
"2575","2",3.5,1.0455,1
"2576","2",3.5,1.3938,1
"2577","2",4,0.5099,1
"2578","2",3.5,1.0269,1
"2579","2",3.5,0.8604,1
"2580","2",3.5,0.5933,1
"2581","2",4,0.625,1
"2582","2",3,-1.1012,1
"2583","2",3,-0.5983,1
"2584","2",3.5,1.6429,1
"2585","0",3.5,-1.26,1
"2586","2",3.5,-0.4002,1
"2588","2",4,-0.2033,1
"2590","0",1.5,-0.1431,2
"2591","2",4,0.0301,1
"2592","1",3.5,0.5207,1
"2593","1",1.5,0.0385,1
"2594","2",4,0.2124,1
"2595","0",2.5,0.1714,1
"2596","1",3,0.9667,1
"2598","2",3.5,0.5442,1
"2599","2",4,0.984,1
"2600","2",3.5,0.7474,1
"2602","1",2.5,-0.7751,1
"2603","0",2.5,0.5794,1
"2604","2",4,1.6709,1
"2605","2",3.5,0.9456,1
"2606","0",2.5,-0.965,1
"2607","2",4,0.6725,1
"2608","0",3.5,-0.4046,1
"2610","2",3,1.3845,1
"2611","0",2,-0.1784,1
"2612","0",2,-0.7751,1
"2613","2",4,0.8851,1
"2614","1",4,-0.5972,1
"2616","2",3.5,-0.0364,1
"2617","0",2,0.4073,1
"2619","0",2,-0.8433,1
"2620","2",3.5,1.226,1
"2621","0",2.5,0.0865,1
"2622","2",3.5,-0.0309,1
"2623","2",3.5,1.1166,1
"2624","2",3.5,0.0174,1
"2625","2",2.5,-0.4075,1
"2626","1",2.5,-0.9442,1
"2627","1",2.5,-0.6333,1
"2628","2",4,-0.7138,1
"2629","0",2,0.1509,1
"2630","2",3.5,0.4938,1
"2631","2",3,0.1936,1
"2633","0",3.5,0.9013,1
"2634","2",3.5,0.054,1
"2635","0",2.5,-0.8993,1
"2636","1",4,-0.4161,1
"2637","2",3.5,1.5786,1
"2638","0",4,-0.5628,1
"2639","1",3.5,-0.8889,2
"2640","2",2.5,0.296,1
"2641","2",4,0.9193,1
"2643","2",4,0.0269,1
"2645","2",3.5,0.5318,1
"2646","1",3,0.085,1
"2647","2",2.5,-0.7717,1
"2648","2",4,0.7195,1
"2651","2",2.5,0.4571,1
"2652","2",3.5,0.2005,1
"2653","2",3.5,0.435,1
"2655","2",4,0.2058,1
"2656","0",1,-0.5402,1
"2658","2",3,1.6291,1
"2659","2",3.5,0.39,1
"2660","2",3,1.0241,1
"2661","0",2.5,-0.8602,2
"2662","2",3.5,0.6195,1
"2663","1",3.5,-0.3755,1
"2664","2",3,-0.307,1
"2665","0",4,-0.4929,1
"2666","2",3.5,0.8066,1
"2667","2",3,-0.5628,1
"2668","2",3,1.1356,1
"2669","1",3,-0.1236,1
"2670","1",2.5,0.7233,1
"2672","0",1.5,-0.7751,1
"2674","1",2.5,0.0149,1
"2675","1",2.5,0.2291,1
"2676","2",2.5,0.42,2
"2677","2",4,1.4128,1
"2678","2",3.5,0.1615,1
"2679","2",3,1.2557,1
"2685","0",1.5,-0.771,2
"2686","2",3.5,0.0573,1
"2687","1",4,0.9797,1
"2688","0",2.5,-0.7751,1
"2689","2",3.5,0.9552,1
"2691","2",2.5,0.4936,1
"2693","1",3,0.0253,1
"2694","2",3.5,0.1866,1
"2695","0",3.5,0.4359,1
"2697","0",2,-0.0095,1
"2698","2",4,1.2636,1
"2700","0",2.5,0.5794,1
"2702","2",3,0.1757,1
"2703","2",4,0.7114,1
"2704","2",3.5,-0.9443,1
"2705","0",2,-0.7315,1
"2706","2",3,0.7522,2
"2707","2",3.5,2.5206,1
"2708","1",3,0.2506,1
"2709","0",3,-0.0996,1
"2710","2",4,-0.197,1
"2712","2",3.5,1.3086,1
"2713","0",3.5,-0.2041,1
"2716","2",2.5,0.0884,1
"2717","0",0.5,-1.1012,1
"2718","2",3.5,-0.2324,1
"2720","1",3,-0.6973,1
"2721","2",3,0,1
"2722","2",2.5,0.1403,1
"2723","2",3.5,1.1385,1
"2724","2",3.5,0.7533,1
"2725","2",3.5,0.3072,1
"2726","2",4,1.2627,1
"2728","2",3.5,-0.2853,1
"2729","0",2.5,-1.3859,1
"2730","2",3,0.7132,2
"2731","1",2,-0.6658,1
"2732","1",3,0.3101,1
"2733","2",3.5,1.7203,2
"2734","2",3.5,0.2751,1
"2735","2",3.5,0.4239,1
"2736","2",3.5,-0.6574,1
"2737","2",3.5,1.1594,1
"2738","0",3.5,0.6566,1
"2740","2",3,0.6871,1
"2741","2",3.5,1.022,1
"2742","1",3.5,-0.3312,1
"2743","2",3,-0.3312,1
"2744","1",2.5,-1.245,1
"2745","2",3.5,0.9136,1
"2747","0",1,-1.0862,1
"2748","2",3,-1.3178,2
"2750","1",4,0.9193,1
"2751","2",3,0.4092,1
"2752","0",2,0.5794,1
"2754","0",3,-0.7731,1
"2755","1",2.5,0.4466,1
"2757","0",2.5,-0.6665,1
"2758","2",3.5,0.0357,1
"2760","0",2.5,-0.8837,1
"2761","0",3,-0.3624,1
"2762","2",2.5,-0.2365,1
"2763","2",3.5,-0.1629,1
"2764","1",3.5,-0.8455,1
"2765","2",3.5,0.5636,1
"2766","0",2.5,-0.1266,1
"2767","2",4,2.3893,1
"2768","2",4,0.5756,1
"2769","0",2.5,0.8963,2
"2770","2",3,0.0382,1
"2771","2",4,0.6571,1
"2772","2",3.5,0.5846,1
"2773","1",2,-0.4712,1
"2776","2",3.5,0.5626,1
"2777","2",4,0.3941,1
"2778","2",4,-0.0197,1
"2780","2",3.5,-0.4151,1
"2783","0",3,-0.0329,1
"2784","2",3.5,1.1066,1
"2785","2",3.5,0.6882,1
"2786","0",4,0.4359,1
"2787","2",3.5,0.5507,1
"2789","0",2,-0.4843,1
"2790","0",3,0.4111,1
"2791","2",3,1.0438,1
"2792","2",2.5,0.2335,1
"2793","2",4,1.236,1
"2794","0",3,1.2942,1
"2795","2",3.5,-0.3162,1
"2796","0",3,-0.3882,1
"2797","2",3.5,0.811,1
"2798","2",3,0.1172,1
"2799","2",2.5,-0.7331,1
"2800","0",2.5,-0.1431,1
"2801","1",3.5,0.2213,1
"2802","2",4,1.1461,1
"2803","2",4,2.5668,1
"2804","2",4,2.5466,1
"2805","1",3.5,1.0771,1
"2806","2",4,0.0427,1
"2807","2",3,1.4654,1
"2808","2",3,0.5033,1
"2810","2",4,0.3581,1
"2811","0",2.5,-0.3465,1
"2813","2",3,0.4998,1
"2815","2",3.5,0.9351,1
"2818","2",3.5,-0.23,1
"2819","2",3,0.8559,1
"2820","2",3.5,-0.1984,1
"2821","1",2.5,-0.7679,1
"2822","2",3.5,-0.6116,1
"2823","0",3,0.6683,1
"2824","2",1.5,-1.2098,1
"2825","0",3,0.1248,2
"2826","0",3,-0.8837,1
"2827","1",2.5,0.3202,1
"2829","2",3.5,-1.3178,1
"2830","2",4,1.7152,1
"2831","2",3.5,0.8832,1
"2832","0",1.5,0.0865,1
"2833","1",3,-0.3617,1
"2835","2",4,0.9914,1
"2836","2",3.5,0.7817,1
"2837","2",3.5,0.334,2
"2840","0",3.5,-0.4908,1
"2841","2",2.5,0.5426,1
"2842","2",4,0.3745,1
"2845","2",3,0.9322,1
"2847","2",4,2.0218,1
"2848","2",3.5,1.2984,1
"2850","0",3,-0.3159,1
"2851","2",3.5,0.3567,1
"2852","2",4,-1.1135,1
"2853","2",3.5,0.7665,1
"2854","1",2,-0.4119,1
"2856","2",3,0.4073,1
"2857","2",4,1.8024,1
"2859","2",3.5,-0.9363,1
"2860","1",2.5,-0.6342,1
"2861","2",3,0.4888,1
"2862","1",3.5,0.6493,1
"2863","0",4,1.7983,1
"2864","2",2.5,-0.3307,1
"2865","2",4,1.3029,1
"2866","2",3.5,-0.0639,1
"2867","2",3,0.9022,2
"2868","0",3,0.0517,1
"2869","2",3.5,-1.1433,1
"2870","2",4,1.8848,1
"2871","0",3.5,0.3143,1
"2872","2",4,-0.0655,1
"2873","2",3.5,1.3647,1
"2874","2",3.5,1.2637,1
"2876","0",2,0.0022,1
"2878","0",2.5,-1.3048,2
"2879","2",3.5,0.8682,1
"2880","1",2.5,0.2891,1
"2882","2",4,1.9864,1
"2883","2",3.5,-0.1957,1
"2884","2",4,1.8423,1
"2885","0",2,-0.2706,1
"2887","0",3,0.5606,1
"2888","2",3.5,0.0291,1
"2890","0",3,1.6028,1
"2891","1",2.5,-0.2212,1
"2892","0",2,-1.0836,1
"2893","0",3,0.9914,1
"2894","2",4,0.1557,1
"2895","2",2,0.1628,1
"2896","1",3,-0.4542,1
"2898","2",2.5,1.3936,1
"2899","2",4,0.6768,1
"2900","2",3.5,0.4928,1
"2901","0",2.5,-0.081,1
"2902","2",2.5,1.0186,1
"2903","2",4,0.9565,1
"2904","0",3,0.2714,1
"2905","2",3,0.3013,1
"2906","1",3.5,-0.0898,1
"2907","2",3,1.1594,1
"2908","2",3.5,0.7696,1
"2909","2",3.5,-0.0096,1
"2910","2",3,-0.7962,1
"2911","2",3,1.02,1
"2912","1",4,-0.0967,1
"2913","2",4,0.6296,1
"2916","2",2.5,-0.0474,1
"2917","0",3.5,1.1188,1
"2918","0",2,-0.4046,1
"2919","2",3.5,0.7741,1
"2920","0",3.5,1.105,2
"2921","1",3.5,1.4439,1
"2922","2",3.5,0.6449,1
"2923","2",4,1.0046,1
"2924","2",3.5,1.2607,1
"2925","2",2,-0.0714,2
"2926","0",3,-0.3194,1
"2927","2",3.5,1.8355,1
"2928","2",3.5,0.679,1
"2929","2",3.5,1.3994,1
"2930","1",2,0.2955,1
"2931","0",1.5,-0.1431,1
"2932","2",3,0.4445,1
"2933","0",3.5,-0.5749,1
"2934","1",4,-0.5402,1
"2935","2",4,1.2984,1
"2936","1",1,0.0027,1
"2937","2",3.5,-0.2903,1
"2938","2",3.5,0.4884,1
"2939","0",3,-0.7437,1
"2940","2",3,-0.3711,1
"2942","2",4,0.4807,1
"2944","0",2.5,-1.4268,1
"2945","2",3.5,1.1568,1
"2946","0",3.5,0.0713,1
"2948","1",3,-0.5434,1
"2950","2",3,1.4361,1
"2951","2",3,-0.5719,1
"2952","2",2.5,0.4399,1
"2953","2",3,0.8492,1
"2954","2",4,1.0466,1
"2955","2",3,0.0735,1
"2956","2",3.5,1.0648,1
"2958","0",3,-0.5863,1
"2959","2",2.5,0.1434,2
"2961","2",3,-0.652,1
"2963","0",2,-1.0134,1
"2967","1",2,-0.4036,1
"2968","0",2,0.5636,1
"2969","2",4,0.9798,1
"2970","0",3,0.0301,1
"2971","2",2.5,0.9281,1
"2972","2",3,0.7377,1
"2973","2",4,1.4685,1
"2975","2",4,0.4468,1
"2978","2",3.5,-0.5163,1
"2979","1",2,-0.2656,1
"2980","2",4,0.7144,1
"2981","2",3.5,-0.2485,1
"2982","2",3,-0.3254,1
"2983","2",4,0.5455,1
"2984","0",2,-0.7751,1
"2986","0",2.5,0.6925,1
"2988","0",2,-0.6212,2
"2989","2",3.5,-0.3254,1
"2990","0",3,0.3474,1
"2991","1",3,0.5964,1
"2992","2",3.5,-1.3419,1
"2993","1",2,0.7671,1
"2994","2",4,1.6059,1
"2995","0",2.5,1.1569,1
"2996","2",3.5,-0.8387,1
"2997","2",3.5,0.6919,1
"2998","2",3.5,1.0269,1
"2999","2",3,-0.3053,1
"3000","2",3.5,1.3586,1
"3002","2",3,0.0181,1
"3003","1",3.5,0.9351,1
"3004","2",2.5,-0.4214,1
"3005","0",3.5,0.8604,1
"3006","2",4,-0.5784,1
"3007","2",3,0.662,1
"3008","0",3.5,0.0443,1
"3009","0",2.5,-0.4975,1
"3010","2",4,1.843,1
"3011","0",2,-0.5628,1
"3012","0",3,-1.2098,1
"3013","0",2.5,-0.3473,1
"3014","1",1.5,-1.3476,1
"3015","2",3.5,1.7143,1
"3016","0",1.5,-0.9782,1
"3017","0",3.5,-0.5318,1
"3018","0",3,0.1833,1
"3019","2",3,0.061,1
"3021","2",3,-0.4843,1
"3022","2",3.5,-0.4122,1
"3023","2",3.5,1.4414,1
"3025","0",2.5,-0.8391,1
"3026","2",3,0.6836,1
"3028","2",3.5,0.723,1
"3029","2",3,0.811,1
"3031","2",4,1.4681,1
"3032","0",1,0.5498,1
"3033","2",3.5,1.5281,1
"3034","2",2.5,1.2937,1
"3036","2",3.5,0.282,1
"3037","2",3,-0.5556,1
"3038","2",2.5,-0.3103,1
"3040","2",3.5,0.5758,1
"3041","0",3.5,-0.1403,1
"3042","0",3.5,-0.2915,1
"3043","1",2.5,0.8275,1
"3044","2",3.5,0.597,1
"3045","2",4,0.2081,1
"3046","0",3.5,0.6891,1
"3047","2",3,0.5717,1
"3048","2",4,1.4419,1
"3049","2",3.5,0.4908,1
"3050","0",2.5,0.6435,1
"3053","2",3.5,1.7029,1
"3054","0",3,-0.128,1
"3057","2",4,0.4973,1
"3059","2",2,0.8123,1
"3060","0",3,-0.5513,1
"3061","2",3.5,0.3927,1
"3062","1",2.5,-0.8682,1
"3063","2",3,0.9633,1
"3064","2",4,-0.8455,1
"3065","0",3.5,-0.5186,1
"3066","0",3,-0.3029,1
"3067","2",3,-0.442,1
"3068","2",2,-0.5069,1
"3069","1",3,0.255,1
"3070","2",4,0.1611,1
"3071","2",4,0.7407,1
"3073","2",4,1.3397,1
"3074","0",3.5,0.5787,1
"3075","1",2.5,-0.1112,1
"3076","2",3,1.0452,1
"3077","1",3,0.0269,1
"3079","0",3.5,1.6279,1
"3082","1",2.5,-0.1547,2
"3083","0",3.5,0.6324,1
"3084","0",2.5,0.2802,1
"3085","2",3.5,1.8254,1
"3087","0",3,-0.9992,1
"3088","0",2.5,-0.3312,1
"3089","2",3,0.396,1
"3090","2",3.5,0.4148,1
"3092","2",3.5,0.6261,1
"3093","2",3.5,0.2213,1
"3094","2",4,0.0705,1
"3095","2",3.5,0.6195,1
"3096","2",3,0.6919,1
"3097","2",3.5,-0.0349,1
"3099","2",2.5,-0.5628,1
"3100","2",3.5,-0.2613,1
"3101","2",4,0.4777,1
"3102","0",2.5,-0.2251,1
"3103","0",3.5,-0.4728,1
"3104","2",3.5,0.6131,1
"3105","2",3.5,0.7043,1
"3107","2",3.5,0.8234,2
"3108","2",3.5,0.5246,1
"3110","0",2.5,1.3586,1
"3111","2",3.5,-1.3077,1
"3112","0",3,0.4891,1
"3114","2",3,1.1111,1
"3115","2",3.5,0.1869,1
"3116","2",3.5,1.97,1
"3117","2",3.5,1.2921,1
"3118","2",3.5,1.3306,1
"3119","2",2,-0.5434,1
"3120","0",2.5,-0.7,1
"3121","2",3.5,-0.3708,1
"3122","2",3.5,1.897,1
"3123","0",3,0.06,1
"3124","2",3,0.5381,1
"3125","2",4,1.7417,1
"3126","2",3.5,0.7279,1
"3127","0",3,-0.0996,1
"3131","0",4,-0.2818,1
"3134","2",3.5,2.5372,1
"3135","2",3,1.0925,1
"3136","2",3.5,1.5153,1
"3137","0",2.5,-1.5696,1
"3139","2",2.5,-0.1955,1
"3141","2",4,0.2969,1
"3142","2",2,0.0912,1
"3144","2",3.5,0.8028,1
"3145","2",3.5,-0.3699,1
"3146","2",3.5,0.9351,1
"3147","2",2.5,1.1745,1
"3149","0",2,-0.7485,1
"3150","2",2.5,-0.4348,1
"3151","0",2.5,-0.226,1
"3152","2",3.5,0.0393,1
"3153","0",2.5,1.0659,1
"3154","0",3,0.4073,1
"3155","2",4,0.6562,1
"3156","2",3.5,0.7475,1
"3159","0",1.5,1.8644,1
"3160","1",3,-0.5115,2
"3161","2",3.5,1.2556,1
"3162","2",2,0.2889,1
"3163","2",3.5,0.5381,1
"3164","2",3,-0.1619,1
"3166","0",1.5,-0.2552,2
"3167","2",4,1.4303,1
"3168","2",4,0.4716,1
"3169","0",2,-0.2862,1
"3170","0",3,0.1,1
"3171","1",3,-0.482,1
"3172","2",3.5,-0.2386,1
"3173","0",3,0.115,1
"3174","2",3,-0.3759,1
"3175","2",3.5,-0.5301,1
"3177","0",3,0.3252,1
"3178","2",3.5,-0.0866,1
"3180","0",2,-0.7451,1
"3182","2",3,0.6165,1
"3185","1",3.5,1.0116,1
"3186","0",3.5,1.2079,1
"3187","2",4,1.5888,1
"3188","2",3,1.4946,1
"3189","0",2.5,-0.9992,2
"3190","1",2.5,1.54,1
"3191","2",3.5,-0.1984,1
"3192","2",2.5,0.6049,1
"3194","2",3.5,0.7961,1
"3199","0",2,-0.7751,1
"3200","2",0.5,0.9153,1
"3202","1",1.5,-0.411,1
"3203","0",3.5,1.5515,1
"3204","2",3,-0.2603,1
"3205","2",2.5,0.1832,1
"3206","0",3,-0.5402,1
"3208","2",2.5,0.7424,1
"3209","2",3.5,0.4473,1
"3210","1",3.5,1.5782,1
"3211","0",2.5,1.1947,1
"3212","1",3,0.5787,1
"3213","2",4,1.492,1
"3214","0",3,-0.3394,1
"3215","2",3.5,-0.0384,1
"3216","2",4,1.4303,1
"3217","2",3.5,0.3933,1
"3218","0",2.5,0.1564,1
"3219","2",4,1.5753,1
"3220","0",3,0.8273,1
"3221","0",2.5,-0.6212,1
"3222","1",3,0.4916,1
"3223","2",3.5,0.2582,1
"3224","2",3.5,1.6807,1
"3225","0",3.5,-0.0594,1
"3226","2",2.5,0.2568,1
"3227","1",3,-0.2597,2
"3229","2",3.5,0.394,1
"3230","2",3.5,1.2233,1
"3231","1",4,0.5498,1
"3233","2",4,1.3978,1
"3234","1",3,-0.7062,2
"3235","2",2.5,-0.3237,1
"3236","2",3.5,1.7954,1
"3237","2",4,-0.2573,1
"3238","0",3.5,-0.7751,1
"3239","0",4,0.5758,1
"3240","0",2.5,-0.2629,1
"3241","1",3,-0.473,1
"3242","2",3,-0.5301,1
"3243","2",3.5,0.451,1
"3245","0",2.5,0.197,1
"3246","2",4,0.9309,1
"3247","2",4,2.0785,1
"3248","2",4,0.0949,1
"3249","0",3.5,0.2303,1
"3250","1",2.5,-0.9182,1
"3251","2",3.5,0.142,1
"3252","2",4,1.6745,1
"3254","1",3,-0.0671,1
"3255","1",3,0.7184,1
"3256","0",2,-1.0772,1
"3257","2",3,0.3694,1
"3261","2",3,0.0374,1
"3262","2",3.5,0.0885,1
"3263","2",3.5,0.5579,1
"3265","2",3.5,0.9456,1
"3266","1",3.5,0.811,1
"3267","1",3,-0.8671,1
"3268","2",3.5,-0.3453,1
"3269","2",3.5,-0.9782,1
"3270","2",3.5,1.2931,1
"3271","2",3.5,0.6247,1
"3273","0",3.5,0.4499,1
"3274","2",3.5,0.7084,1
"3275","2",4,1.0672,1
"3277","2",3.5,0.1587,1
"3278","2",3.5,0.4748,1
"3282","2",3.5,0.5758,1
"3283","1",2.5,-0.9438,1
"3285","2",3,0.7553,1
"3286","2",4,0.4106,1
"3287","0",3.5,0.4257,1
"3288","2",4,0.8078,1
"3289","0",1.5,-0.5173,1
"3291","2",4,0.4073,1
"3292","2",2.5,-0.4439,1
"3293","2",3,0.077,1
"3295","0",2.5,-1.4004,1
"3297","0",3,-0.1845,1
"3298","2",2.5,0.6593,1
"3299","0",4,0.3094,1
"3300","0",4,-0.2739,1
"3301","0",3,0.2157,2
"3302","2",4,-0.7046,1
"3303","2",4,1.3182,1
"3304","1",2.5,0.6255,1
"3305","2",3,-0.1648,1
"3306","2",4,0.6366,1
"3307","1",2.5,0.4587,1
"3308","2",2.5,-0.282,1
"3310","2",2.5,1.7484,1
"3311","1",3,0.2937,1
"3313","2",2.5,0.1505,1
"3314","2",3,-0.2316,1
"3316","1",2.5,-1.2407,1
"3317","2",3.5,0.8512,1
"3319","1",3,0.1886,1
"3320","2",2,0.2206,2
"3321","2",3.5,-0.4667,1
"3322","2",3.5,0.7292,1
"3323","2",3.5,0.8486,1
"3324","1",3,-1.3682,1
"3326","2",3.5,2.515,1
"3327","2",3.5,0.7119,1
"3328","0",2.5,0.3941,1
"3330","2",3,0.7585,1
"3331","2",4,2.0218,1
"3332","1",2.5,-0.5434,1
"3333","2",3,0.7325,1
"3335","2",2.5,0.1056,1
"3336","2",3,0.6086,1
"3338","0",3,0.7354,1
"3339","2",3,0.7485,1
"3341","0",3,-0.0634,1
"3342","2",2,0.5217,1
"3343","1",3,-1.1618,1
"3344","0",2.5,-0.2293,1
"3345","2",3.5,-0.43,1
"3346","2",3,1.2984,1
"3348","2",3.5,0.634,1
"3349","1",3,0.732,1
"3351","2",3.5,1.8948,1
"3353","2",3.5,0.9488,1
"3354","0",3,-0.4915,1
"3355","2",3.5,1.7325,1
"3356","2",3,-0.652,1
"3357","2",4,0.9988,1
"3358","2",3,-0.9072,1
"3359","2",3.5,1.2548,1
"3360","2",3.5,0.3421,1
"3361","0",1.5,-0.755,1
"3362","0",3,0.0424,1
"3363","2",4,1.7233,1
"3364","2",3,1.2197,1
"3365","2",3,1.6251,1
"3366","2",4,-0.3144,1
"3368","0",3,0.4073,1
"3369","0",1,1.0412,2
"3370","2",4,0.5537,1
"3371","2",3.5,1.359,1
"3372","2",3,1.8006,1
"3373","2",3.5,-0.1897,1
"3374","2",3.5,-0.005,1
"3375","2",2,-0.3167,1
"3376","2",3.5,-0.0582,1
"3377","2",3,0.3202,1
"3378","2",2.5,-0.4735,1
"3380","2",3,0.4529,1
"3382","2",3.5,0.4514,1
"3384","1",3,0.7345,1
"3385","2",4,0.7118,1
"3386","2",3.5,1.3834,1
"3387","0",3.5,0.1527,1
"3389","2",3,1.5454,1
"3391","0",4,-0.9468,1
"3393","2",4,1.243,1
"3394","2",3.5,1.885,1
"3395","2",4,1.8476,1
"3396","2",2.5,0.4618,1
"3397","2",3.5,-0.4129,1
"3398","2",3,1.0108,1
"3399","2",3,0.7474,1
"3400","1",3,0.3009,1
"3401","2",3.5,0.3941,1
"3402","1",3,0.7132,1
"3403","2",3,1.0127,1
"3405","1",4,-0.6094,1
"3406","2",4,1.7029,1
"3407","2",4,-0.8371,1
"3408","1",3.5,-0.3987,2
"3409","2",4,0.5157,1
"3410","2",3.5,0.5098,1
"3411","1",2.5,-0.6004,1
"3412","0",4,-0.9671,2
"3413","2",4,0.0561,1
"3414","0",3.5,-0.3448,1
"3415","2",4,1.2192,1
"3416","2",3,0.6165,1
"3417","0",3,-0.2634,1
"3418","2",3.5,0.8425,1
"3419","0",3.5,0.9658,1
"3420","0",3,-0.3275,2
"3421","1",2,0.2011,1
"3422","1",2,-0.4024,2
"3423","2",3,0.7846,1
"3424","2",3.5,0.5857,1
"3425","1",3,-0.6232,1
"3426","1",3,0.8306,2
"3427","1",2.5,-1.103,1
"3428","1",3,-0.0237,1
"3429","2",3.5,0.0862,1
"3430","0",3,0.5507,1
"3431","1",2.5,2.5308,1
"3432","0",3,-0.3118,1
"3433","2",3,1.7421,1
"3434","1",2,0.2609,1
"3435","2",3.5,0.1364,1
"3436","2",4,1.032,1
"3437","2",4,0.267,1
"3439","0",3,-0.1765,1
"3440","0",1.5,0.6592,1
"3443","0",3.5,-0.4715,1
"3444","0",0.5,-0.4348,1
"3445","2",3.5,1.2917,1
"3447","2",3,1.1581,1
"3448","0",2,-0.3554,1
"3449","0",2.5,1.2069,1
"3451","2",3.5,0.6639,1
"3453","1",3.5,-0.3699,1
"3454","2",3.5,1.8483,1
"3456","2",3.5,1.081,1
"3457","2",4,2.0087,1
"3458","2",3,0.3478,1
"3459","2",3.5,0.2266,1
"3460","2",4,-0.1996,1
"3461","2",4,1.8189,1
"3462","2",4,-0.4824,1
"3463","2",2.5,-0.8455,2
"3464","2",3,0.2651,1
"3465","2",3.5,0.788,1
"3466","2",3.5,-0.0655,1
"3467","2",3,1.4576,1
"3468","0",3.5,-0.1641,1
"3469","0",2.5,-0.8718,1
"3470","2",3.5,0.2838,1
"3471","0",3,-0.2684,1
"3472","0",2,-1.4533,1
"3473","1",3,-0.3048,1
"3474","0",3.5,-0.8318,2
"3475","2",2.5,1.1166,1
"3476","2",3.5,0.3355,1
"3477","2",2.5,0.0507,1
"3478","1",1.5,0.8516,1
"3479","1",3.5,1.2949,1
"3481","2",3.5,-1.2098,1
"3483","2",2.5,0.0602,1
"3485","2",3,1.2849,1
"3486","0",3,0.0876,1
"3487","2",3.5,0.9951,1
"3489","2",4,-0.0426,1
"3490","2",3,1.3045,1
"3491","2",4,1.613,1
"3492","2",3.5,0.8066,1
"3493","2",3,1.0231,1
"3494","0",3.5,-0.1277,1
"3495","1",3,-1.4641,1
"3496","2",3.5,1.1989,1
"3497","0",3.5,0.8406,1
"3498","2",3.5,1.6438,1
"3499","2",4,1.9864,1
"3500","2",4,2.2581,1
"3501","2",2.5,0.9942,1
"3503","0",3,1.1982,1
"3505","2",2.5,0.8512,1
"3506","1",3,-0.1984,1
"3507","2",4,0.7171,1
"3508","2",3.5,0.4001,1
"3509","2",4,0.6317,1
"3512","2",4,0.4365,1
"3513","2",3.5,1.297,1
"3514","2",3.5,0.7943,1
"3515","2",4,0.6487,1
"3517","2",3,1.3337,1
"3518","2",1.5,-0.9072,1
"3519","2",3.5,1.4227,1
"3520","2",3,-0.4924,1
"3521","2",3.5,-1.5735,1
"3522","2",3.5,1.3851,1
"3524","2",3.5,1.4935,1
"3525","2",4,1.1369,1
"3526","2",4,0.6529,1
"3527","2",2.5,0.4073,1
"3528","2",3.5,0.8512,1
"3529","2",3.5,1.4279,1
"3530","2",3.5,0.9507,1
"3531","2",3.5,0.4745,1
"3532","1",2,-0.9482,2
"3533","2",3.5,1.0189,1
"3534","2",3.5,0.5764,1
"3536","2",3.5,-0.0874,1
"3537","2",3.5,0.2762,1
"3538","1",3,1.032,1
"3539","2",2,1.0576,1
"3540","1",3,-0.18,1
"3542","2",2.5,-0.3683,1
"3544","2",3.5,2.1362,1
