"","X4PSENRSTLV","X3TGPATOT","X1SES","S1FRNDCLG"
"7779","2",3,0.0513,1
"7780","1",3,0.0027,1
"7781","2",2.5,-0.3332,1
"7782","2",3.5,1.1947,1
"7783","0",2,-0.6949,2
"7786","2",3,0.4073,1
"7787","1",3.5,-0.7259,1
"7788","1",3,-0.0163,1
"7789","0",3,0.293,1
"7790","2",3,0.827,1
"7792","2",3.5,0.4273,1
"7793","2",3,0.9682,1
"7794","2",4,1.3658,1
"7795","0",3.5,-0.1942,1
"7796","2",3.5,-0.7409,1
"7797","2",2,2.0218,1
"7798","2",4,0.911,1
"7799","1",2,-0.8837,1
"7800","2",4,0.7572,1
"7801","2",3.5,1.84,1
"7802","2",3,1.1395,1
"7803","0",3.5,-0.3554,1
"7805","0",1.5,-0.8023,1
"7807","1",2.5,-0.733,1
"7808","2",4,0.8305,1
"7809","1",3,0.6776,1
"7811","2",4,1.1188,1
"7813","0",3.5,-0.5381,1
"7814","0",3,0.0476,1
"7815","1",2,0.1734,1
"7816","1",3,0.7668,1
"7817","2",3,-0.3254,1
"7819","0",3.5,1.0223,1
"7820","2",3.5,0.5991,1
"7821","2",3.5,-0.3442,1
"7822","2",3,-0.2903,1
"7823","2",4,1.1916,1
"7824","2",3,-1.0862,1
"7825","2",3.5,0.0324,1
"7826","0",1,-0.6883,1
"7827","2",4,0.5511,1
"7828","0",1.5,-0.4191,1
"7830","0",3,1.8724,1
"7832","2",2.5,0.281,1
"7833","2",3.5,1.7484,1
"7834","1",2,-0.0765,1
"7835","2",3,1.4893,1
"7836","2",2.5,0.1587,1
"7838","2",3.5,1.1923,1
"7840","2",3.5,-1.0862,1
"7841","2",2.5,0.3724,1
"7842","2",3.5,0.5939,1
"7843","2",4,2.3498,1
"7845","0",3.5,-0.2757,1
"7846","2",3,0.942,1
"7848","2",3,-1.0832,1
"7849","2",3.5,0.3609,1
"7850","0",3,-0.4795,1
"7851","1",3,0.6971,1
"7852","2",3,-0.3617,1
"7853","2",3.5,0.7585,1
"7854","2",4,0.4439,1
"7855","2",4,2.4319,1
"7856","2",4,2.0087,1
"7857","2",4,1.1372,1
"7858","2",3,-0.4236,1
"7859","0",1.5,-0.561,2
"7860","0",3,-0.3307,1
"7862","2",4,1.7112,1
"7863","2",3,0.7955,1
"7864","2",4,0.2938,1
"7865","2",3,1.1596,1
"7866","1",2,0.7148,1
"7867","2",3.5,-0.3316,1
"7868","2",3.5,1.7823,1
"7869","0",1.5,-0.3812,1
"7870","2",3,0.4485,1
"7872","2",3,0.8315,1
"7873","1",3.5,0.216,1
"7874","2",3.5,2.0497,1
"7875","2",4,-0.3684,1
"7876","2",3,1.0759,1
"7878","1",2.5,0.2445,1
"7879","1",3.5,0.2838,1
"7880","0",4,1.3182,1
"7881","2",3.5,-0.7751,1
"7882","0",3.5,-0.2322,1
"7883","2",2,1.1603,1
"7884","0",3,-0.6212,1
"7885","2",3.5,1.8667,1
"7886","2",3.5,-0.1788,1
"7887","2",2,0.5938,1
"7888","1",2,-0.5402,1
"7889","0",2.5,0.0374,1
"7890","1",3,1.7581,1
"7891","2",3.5,1.4417,1
"7892","2",3,1.5944,1
"7895","2",3,-0.6949,1
"7896","2",3.5,1.1708,1
"7897","0",2.5,-0.652,1
"7898","2",3.5,0.2124,1
"7899","2",4,0.5269,1
"7900","2",3.5,0.2313,1
"7901","2",2.5,0.7085,1
"7902","2",4,-0.7751,1
"7903","2",4,1.8401,1
"7904","2",3.5,0.9099,1
"7905","1",3.5,-0.4843,1
"7906","2",4,1.9005,1
"7907","2",4,0.6311,1
"7908","2",4,0.8023,1
"7909","1",3,0.2697,1
"7910","2",2.5,-0.9952,1
"7911","2",3,0.3223,1
"7912","2",3,0.9255,1
"7913","2",3.5,0.7474,1
"7914","0",2,1.9611,1
"7915","2",4,-0.9072,1
"7916","2",3.5,1.0685,1
"7920","2",2.5,1.1565,1
"7921","0",2,0.5654,2
"7922","2",3,1.2394,1
"7923","1",3,1.0271,1
"7924","0",2.5,-0.0924,1
"7925","2",2.5,-1.044,1
"7926","2",3.5,0.3344,1
"7927","0",3.5,-0.1089,1
"7928","1",3.5,-0.5434,1
"7929","1",3,0.06,1
"7931","2",4,-0.056,1
"7932","2",3.5,0.7407,1
"7933","2",3,-0.0197,1
"7934","2",2,1.4704,1
"7937","1",3,-0.1276,1
"7938","0",1.5,-0.4973,1
"7939","1",2.5,0.5672,1
"7940","0",2.5,1.1947,1
"7942","2",4,2.1748,1
"7943","0",2,0.9578,1
"7944","2",3,-0.1486,1
"7945","2",3,-0.0508,1
"7946","2",3.5,1.0058,1
"7948","0",2.5,0.1252,1
"7950","2",3,0.0641,1
"7951","2",2.5,1.3771,1
"7952","2",3.5,1.1547,1
"7953","0",3,1.1615,1
"7954","0",1.5,-1.1012,2
"7955","2",3.5,0.7564,1
"7956","0",1.5,-0.6116,1
"7958","2",3.5,1.4051,1
"7959","0",1,-0.9992,2
"7960","2",3.5,0.215,1
"7961","1",2.5,0.4092,1
"7962","2",3.5,1.5368,1
"7963","2",2.5,0.3709,1
"7965","2",4,-1.3682,1
"7967","2",3,0.1586,1
"7968","2",2.5,0.5764,1
"7969","2",3.5,1.7462,1
"7970","2",4,0.5367,2
"7972","1",4,0.5889,1
"7973","2",3.5,0.5053,1
"7974","2",3.5,-0.1996,1
"7975","2",3,1.4156,1
"7976","0",3.5,0.2941,1
"7977","2",3.5,1.2773,1
"7980","1",3,-0.1484,1
"7981","2",3.5,-0.7997,1
"7982","2",4,0.8851,1
"7983","0",3.5,0.7362,1
"7984","2",3.5,0.9751,1
"7985","2",4,1.1252,1
"7986","2",3.5,0.3551,1
"7987","0",2,0.8943,1
"7988","2",3.5,-0.5233,1
"7989","2",3,0.9295,1
"7990","1",2.5,0.8453,1
"7991","2",2.5,-0.0109,1
"7992","0",3,-0.8794,1
"7993","2",3.5,1.4787,1
"7995","2",2.5,-0.6665,2
"7997","2",4,-0.0855,1
"8000","0",3.5,0.2764,1
"8001","1",3,-0.8179,1
"8002","2",2.5,-0.7751,1
"8003","2",4,1.2754,1
"8004","2",3,-0.2629,1
"8005","2",3,-0.5825,1
"8006","1",2,0.055,1
"8007","2",2.5,0.2899,1
"8008","1",2.5,-0.7626,1
"8010","2",3,0.2344,1
"8011","2",3,0.7427,1
"8012","2",3.5,1.6922,1
"8013","2",3.5,-0.4024,1
"8014","0",2.5,-0.3567,1
"8015","2",4,1.6435,1
"8016","2",3.5,1.0979,1
"8017","2",3.5,0.7719,1
"8018","2",3.5,1.181,1
"8019","2",4,0.012,1
"8020","2",4,0.6496,1
"8021","1",2.5,-0.0754,1
"8022","2",3,0.4472,1
"8023","1",2,0.21,1
"8025","1",4,0.6901,1
"8026","0",2.5,0.0187,1
"8027","2",3.5,0.4202,1
"8028","0",1,-1.0772,1
"8029","0",3,-0.1436,2
"8030","2",3.5,0.3246,1
"8031","2",3.5,1.2397,1
"8033","0",1.5,-0.5628,1
"8035","0",1.5,-0.6592,1
"8036","2",3.5,0.7983,1
"8037","2",3.5,-0.7022,1
"8038","2",3,-0.3312,1
"8039","2",3,1.402,1
"8040","2",2,-0.6714,1
"8042","1",3.5,0.526,1
"8043","2",3.5,0.6544,1
"8044","1",3,-0.5696,1
"8045","0",2,0.0469,1
"8046","2",4,-0.2591,1
"8047","2",3.5,2.1492,1
"8048","2",4,1.0739,1
"8050","2",4,-0.5682,1
"8051","2",3.5,0.5707,1
"8053","2",4,1.1169,1
"8054","0",3,-0.7751,2
"8055","2",4,1.6106,1
"8056","2",3,2.006,1
"8057","0",1.5,-0.7751,2
"8058","2",4,0.7182,1
"8059","2",2.5,-0.0489,1
"8061","1",3.5,-0.0378,1
"8062","2",3.5,0.4466,1
"8063","2",3.5,0.9994,1
"8064","2",2.5,0.5964,1
"8065","2",3.5,0.296,1
"8066","2",2.5,0.1734,1
"8067","2",3.5,-0.1431,1
"8069","2",4,1.0269,1
"8070","2",3.5,0.3927,1
"8072","2",3.5,2.2775,1
"8073","2",4,0.7814,1
"8074","2",3.5,0.1662,1
"8075","2",3.5,-0.3347,1
"8077","2",3,0.8313,1
"8078","2",3,0.7599,1
"8079","2",3,0.5848,1
"8080","1",3,1.0708,1
"8082","2",3,1.0269,1
"8083","2",3.5,0.1757,1
"8084","2",3.5,0.6593,1
"8085","2",4,-0.2082,1
"8088","0",3,0.0332,1
"8089","1",2,-0.3128,1
"8090","2",4,2.5668,1
"8091","2",2.5,-0.5628,1
"8092","0",3,-0.9474,1
"8093","2",3.5,1.5292,1
"8095","0",2,0.7561,1
"8096","2",3.5,2.0218,1
"8097","2",3,0.7047,1
"8098","1",3,0.018,1
"8099","2",4,0.5511,1
"8100","0",2.5,0.4522,1
"8106","1",2.5,-0.5628,1
"8107","2",3.5,0.0989,1
"8108","2",3.5,0.5251,1
"8109","0",3,-0.4232,1
"8110","2",3.5,0.578,1
"8111","2",3,1.35,1
"8112","2",3,-0.5803,1
"8113","2",3,1.1337,1
"8114","2",3,0.8453,1
"8115","2",4,-0.0327,1
"8116","1",2.5,1.2199,1
"8117","2",3.5,1.2038,1
"8118","0",3,-0.4267,1
"8119","2",3,2.2035,1
"8120","2",3.5,-0.4311,1
"8121","0",3.5,-0.251,1
"8122","2",3.5,1.7163,1
"8123","1",3.5,0.2231,1
"8124","1",3,-0.842,1
"8125","0",2,-0.1191,1
"8126","2",4,0.3282,1
"8128","1",3,-0.3695,1
"8129","0",3.5,0.9204,1
"8132","2",3.5,0.4957,1
"8133","2",3,-0.0932,1
"8134","0",3.5,0.6088,1
"8135","2",3.5,1.0926,1
"8136","0",3,-1.3419,1
"8138","2",4,-0.1652,1
"8140","2",3.5,1.1487,1
"8141","2",2.5,0.5762,1
"8142","2",3.5,0.3745,1
"8143","2",3.5,-0.7412,1
"8144","2",3.5,-0.2917,1
"8145","1",2,0.1172,1
"8146","2",3,1.0553,1
"8147","2",4,1.5276,1
"8148","1",2,0.0964,1
"8149","0",1.5,-0.39,1
"8151","0",2,-0.5434,1
"8152","0",3,0.4781,1
"8153","2",4,0.2025,1
"8154","2",2.5,-0.6094,1
"8156","2",3.5,-0.2554,1
"8157","0",3,0.5406,1
"8158","0",3,0.1473,1
"8159","1",3,-0.1984,1
"8160","2",3.5,0.8961,1
"8161","1",2.5,0.7099,1
"8163","1",2.5,0.94,1
"8164","2",3.5,-0.2479,1
"8165","2",2.5,0.2335,1
"8166","2",3,-0.0258,1
"8167","1",3.5,-0.0822,1
"8168","2",3,-0.7751,1
"8169","0",2,-0.4584,1
"8171","0",2,0.8502,1
"8172","2",4,1.4233,1
"8173","2",3,-0.3706,1
"8174","2",3.5,-0.3875,1
"8175","2",4,1.3904,1
"8176","2",3.5,0.9395,1
"8178","2",3.5,-1.3682,1
"8179","2",3,1.0427,1
"8180","0",2,-0.0496,1
"8181","2",3.5,0.435,1
"8182","2",3,1.5446,1
"8184","2",3,1.7896,1
"8185","2",4,1.04,1
"8186","2",4,-0.578,1
"8187","2",3,1.3602,1
"8188","2",4,0.4756,1
"8190","0",2,-0.1959,1
"8191","2",4,1.4206,1
"8193","2",3.5,0.4671,1
"8194","2",4,0.6951,1
"8195","2",3.5,1.6169,1
"8196","2",3.5,-0.2925,1
"8198","1",3,-0.2591,1
"8199","2",3,0.2262,1
"8200","0",3,-0.9072,1
"8202","2",3.5,1.0884,1
"8203","2",3,0.5678,1
"8204","2",3.5,1.1252,1
"8205","1",3,0.2011,1
"8207","1",2.5,0.917,1
"8208","2",3.5,1.2149,1
"8209","2",3.5,1.0925,1
"8211","2",3.5,0.0441,1
"8212","0",3.5,-0.0083,1
"8214","2",4,0.1183,1
"8215","2",3.5,-0.5236,1
"8216","2",3.5,1.0815,1
"8221","0",3.5,0.4548,1
"8222","1",3,0.7835,1
"8224","0",3,-0.0075,1
"8227","2",3,-0.6333,1
"8228","2",3.5,0.2081,1
"8232","2",3.5,1.0443,1
"8233","0",3,0.0747,1
"8234","2",3.5,2.3122,1
"8235","0",3,0.1173,1
"8236","0",3.5,-0.4952,2
"8237","1",1,-0.7751,1
"8238","2",1.5,0.0752,1
"8239","2",3.5,0.4302,1
"8240","2",2.5,0.7026,1
"8241","1",3,0.8381,1
"8242","2",3,0.8902,2
"8243","1",2,0.305,1
"8244","1",3,-1.1008,2
"8245","0",3,0.7814,1
"8246","1",3,0.7478,1
"8247","2",2.5,0.2926,1
"8248","0",4,1.4247,1
"8249","2",3,0.5764,1
"8250","2",3.5,1.3989,1
"8251","2",4,1.5209,1
"8252","2",3,0.9873,1
"8253","2",3,0.3743,1
"8254","2",4,1.0732,1
"8255","1",3.5,-1.3277,1
"8256","2",2.5,-0.4046,1
"8257","2",3,0.5678,1
"8258","2",2.5,0.0735,1
"8259","2",3.5,1.1504,1
"8260","2",3,-0.4204,1
"8261","2",3.5,0.1977,1
"8265","1",3.5,-0.9363,1
"8266","2",3.5,-0.5628,1
"8267","2",3,1.2293,1
"8268","2",3.5,0.3092,1
"8269","2",4,1.2766,1
"8270","2",4,0.8195,1
"8271","0",2.5,-0.2569,1
"8273","0",3.5,-0.1961,1
"8275","2",3.5,-0.0996,1
"8277","1",3,1.4795,1
"8278","2",3,2.3923,1
"8279","0",2.5,-0.0095,1
"8280","1",2.5,0.8612,1
"8281","2",2.5,-0.5005,1
"8282","2",2.5,-0.4024,1
"8283","1",3.5,0.8831,1
"8284","2",4,0.9204,1
"8285","2",2.5,-0.9072,1
"8286","1",2,0.811,1
"8287","2",3,1.2268,1
"8288","0",2,-0.9952,1
"8289","2",3,-0.3935,1
"8290","0",3.5,-1.1232,1
"8291","2",3.5,1.3431,1
"8292","0",3,0.664,1
"8293","0",3,0.0945,1
"8295","2",3.5,0.35,1
"8296","2",4,1.1798,1
"8298","0",3.5,0.5207,1
"8299","1",3,0.4193,1
"8300","2",3.5,-0.5216,1
"8302","1",2,-0.3006,1
"8304","2",3,0.4626,1
"8305","1",2.5,1.3293,1
"8306","0",2.5,1.1045,1
"8307","0",2,-0.0528,1
"8308","2",2,0.87,1
"8309","2",3.5,-1.4819,1
"8310","2",3,0.042,1
"8311","2",3.5,0.243,1
"8312","1",2.5,-0.6795,1
"8313","0",4,0.4151,1
"8314","2",3.5,-0.4199,1
"8315","2",3.5,0.0363,1
"8316","2",4,0.9507,1
"8317","2",3.5,-0.9551,1
"8318","2",3.5,-0.2634,1
"8319","1",3,-0.7329,1
"8320","0",2.5,-0.1241,1
"8321","2",4,0.588,1
"8322","1",2,-0.8696,1
"8323","2",3,-0.7399,1
"8324","2",3.5,0.2218,1
"8325","2",3.5,0.8856,1
"8326","0",2,-0.497,1
"8327","1",3.5,-0.8525,1
"8328","1",3.5,-0.8455,1
"8332","2",4,0.8994,1
"8334","1",2,-0.484,1
"8335","2",3.5,1.9474,1
"8336","2",3.5,-0.6184,1
"8337","2",4,0.9298,1
"8338","1",3,-0.0327,1
"8339","0",2,1.1569,1
"8341","0",2.5,0.2191,1
"8342","2",3.5,1.5753,1
"8344","2",3.5,-0.5628,1
"8345","2",3.5,0.0027,1
"8346","0",2.5,-0.4567,1
"8347","2",3.5,1.6837,1
"8348","1",3,-0.4279,1
"8349","1",3,0.9862,1
"8350","0",2.5,0.5695,2
"8351","1",2,-0.0047,1
"8352","2",3.5,1.3729,1
"8357","2",3.5,1.2556,1
"8358","2",4,1.7983,1
"8359","0",2,-0.905,1
"8361","0",2.5,-0.0161,1
"8362","0",2.5,0.0027,1
"8364","0",2.5,-0.0924,1
"8365","2",3.5,0.6475,1
"8366","2",3.5,-0.9685,1
"8367","2",2.5,1.5755,1
"8368","2",3.5,-0.0273,1
"8369","2",3,-0.7152,1
"8370","2",3,1.102,1
"8371","2",4,-0.0418,1
"8372","2",3.5,-0.6665,1
"8373","0",1.5,-0.5434,1
"8374","2",3.5,1.3938,1
"8375","0",3,-1.5209,1
"8376","0",3,0.5764,1
"8377","2",3,-0.3048,1
"8378","2",3.5,1.3555,1
"8379","2",2.5,-0.0978,1
"8381","2",3.5,0.5488,1
"8382","2",3.5,0.8521,1
"8383","2",2.5,0.2124,1
"8384","0",2.5,-0.8283,2
"8386","0",3.5,0.9295,1
"8387","2",3.5,-0.9443,1
"8388","2",3.5,0.7479,1
"8389","2",3.5,-1.3419,1
"8390","2",3.5,0.8512,1
"8391","2",3.5,-0.9072,1
"8392","0",1.5,-0.93,1
"8393","2",3,0.5053,1
"8394","1",3.5,0.1748,1
"8395","2",3,2.1038,1
"8396","2",3,0.9909,1
"8397","0",2.5,-1.2795,2
"8398","1",3.5,0.6565,1
"8399","2",2.5,0.5347,1
"8401","2",3,1.0698,1
"8402","2",4,1.5753,1
"8403","0",2,-0.3289,1
"8404","1",2.5,-0.4846,1
"8405","2",3,0.4775,1
"8406","1",3,-1.1074,1
"8407","2",3.5,0.3157,1
"8408","2",3.5,0.7474,1
"8409","2",3.5,2.3628,1
"8410","2",3.5,0.767,1
"8411","0",3.5,-0.4024,1
"8413","1",3.5,-0.6865,1
"8415","1",3,-1.5209,1
"8417","0",2,-0.387,1
"8419","0",3,0.4928,1
"8420","2",4,1.1352,1
"8423","1",1.5,0.8512,1
"8424","2",3.5,0.2816,1
"8425","0",2,0.0484,1
"8426","0",3.5,-0.9079,1
"8427","2",3.5,0.5934,1
"8428","2",4,1.1086,1
"8429","2",4,1.0487,1
"8430","2",3,0.3385,1
"8431","2",4,1.474,1
"8432","0",2.5,-0.0269,1
"8433","2",3,-0.482,1
"8434","0",2,0.6431,1
"8435","0",3,1.8772,1
"8436","2",3.5,-0.0095,1
"8437","2",3,-0.7264,1
"8439","0",2,-0.9072,1
"8440","2",4,0.6501,2
"8441","1",3,0.4466,1
"8442","2",3.5,0.3652,1
"8445","2",4,0.8155,1
"8446","2",4,-0.4438,1
"8447","2",3.5,0.942,1
"8448","2",4,0.1172,1
"8449","1",3.5,1.3775,1
"8450","2",2,-0.9668,2
"8452","2",3.5,-0.1959,1
"8453","2",4,0.8711,1
"8454","0",2.5,0.196,1
"8455","1",3,0.4056,1
"8456","2",3.5,0.7024,1
"8457","0",3,0.2732,1
"8458","2",3,0.5381,1
"8459","2",2.5,-0.095,1
"8460","0",3,-0.2904,1
"8462","0",3,0.0507,1
"8463","2",4,1.2556,1
"8464","2",3.5,0.7983,1
"8466","0",2,-0.1015,1
"8467","2",3.5,2.3122,1
"8468","2",4,1.2984,1
"8470","2",4,0.0655,1
"8471","0",4,1.04,1
"8472","2",3,1.3683,1
"8473","0",2.5,0.1695,1
"8474","0",2.5,-0.1027,1
"8476","0",2,-1.7157,1
"8477","2",2.5,0.2136,1
"8478","2",3.5,1.9027,1
"8479","0",3.5,-0.6232,1
"8480","2",4,-0.3021,1
"8482","2",2.5,0.2158,1
"8483","1",1.5,1.3669,1
"8484","2",3.5,-0.7751,2
"8485","0",2.5,-0.1442,1
"8486","2",4,1.7876,1
"8487","2",4,1.105,1
"8489","0",3,1.3658,1
"8490","2",4,1.9713,1
"8491","1",4,0.498,1
"8492","2",3.5,0.8867,1
"8493","2",4,0.3502,1
"8495","0",4,0.7312,1
"8496","0",3,0.682,1
"8499","2",2,-0.6189,1
"8500","2",2.5,-0.4023,1
"8501","2",3.5,-0.373,1
"8503","1",2,-0.136,1
"8504","2",2,0.5855,1
"8505","2",3.5,1.244,1
"8506","2",3,1.6414,1
"8507","2",3.5,0.3712,1
"8509","2",3.5,1.5786,1
"8511","0",2.5,-0.7077,1
"8512","1",3,0.2685,1
"8514","2",3.5,0.8606,1
"8515","1",3,0.3159,1
"8516","1",3,-0.1449,1
"8517","2",2.5,1.1166,1
"8518","0",3,1.4492,1
"8519","2",3,0.4529,1
"8520","2",3.5,0.858,1
"8521","0",3.5,0.0462,2
"8522","2",3.5,0.4775,1
"8523","2",3,0.3355,1
"8524","0",3,-0.1701,1
"8526","1",3,0.2582,1
"8527","2",3.5,-0.056,1
"8528","2",3.5,0.8942,1
"8529","2",3.5,0.7188,1
"8530","0",3.5,-0.6949,1
"8532","2",4,-1.0772,2
"8533","2",3.5,0.6733,1
"8535","1",3,-0.277,1
"8537","2",3.5,0.6514,1
"8538","2",4,1.2464,1
"8539","2",4,0.7077,1
"8541","2",1.5,-0.2302,1
"8542","2",4,0.3669,1
"8543","2",3,0.3535,1
"8544","2",3,0.4324,1
"8545","2",4,-0.4321,1
"8546","2",3.5,-0.2091,1
"8547","2",4,1.1166,1
"8549","2",2,-0.6139,1
"8550","2",3.5,-0.3312,1
"8551","1",4,1.0943,1
"8552","2",4,-0.8248,1
"8553","2",3,-0.8971,1
"8555","2",3,-0.056,1
"8558","2",3.5,0.865,1
"8559","2",3,1.3935,1
"8560","2",3.5,0.6625,1
"8561","0",3,-0.3114,1
"8562","1",2.5,-1.3593,1
"8564","0",2,-0.6094,1
"8565","1",4,-0.2562,1
"8567","0",2,0.2124,1
"8570","0",3.5,0.4324,1
"8571","2",3,1.3854,1
"8572","1",3,1.2816,1
"8573","0",2.5,0.5744,1
"8574","2",3.5,0.985,1
"8575","0",3,0.4239,1
"8576","2",4,2.5668,1
"8577","2",3.5,0.8851,1
"8578","2",3,0.5758,1
"8580","2",4,0.159,1
"8581","0",2.5,-0.5089,2
"8583","1",3,-0.4293,1
"8584","2",3.5,0.3982,1
"8585","2",3,0.3728,1
"8586","2",3.5,0.9349,1
"8588","2",3.5,1.2225,1
"8589","2",4,0.9542,1
"8590","2",3.5,0.1875,1
"8591","0",2,-0.3348,1
"8592","0",2,-0.2004,1
"8593","0",3,0.4729,1
"8594","0",3,-0.4129,1
"8595","1",3.5,-0.6363,1
"8596","2",3.5,0.984,1
"8597","2",3.5,0.384,1
"8599","2",4,0.2964,1
"8601","2",3,-0.1984,1
"8602","2",2.5,1.5573,1
"8603","2",3.5,0.8851,1
"8605","2",3,0.9938,1
"8606","2",4,0.7843,1
"8607","0",2.5,-0.5434,1
"8608","0",2,-1.0067,1
"8609","2",3.5,-0.006,1
"8610","0",3,-0.8973,1
"8611","0",3,1.082,1
"8612","2",3.5,2.4542,1
"8613","2",3,0.7743,1
"8614","2",3,-0.0649,1
"8615","1",2.5,-0.0117,1
"8616","2",3.5,1.9452,1
"8617","2",3.5,-0.7751,1
"8618","0",3,0.523,1
"8619","1",2.5,0.3565,1
"8620","2",3.5,-0.136,1
"8621","1",3,-0.4388,1
"8622","2",3.5,-0.0422,1
"8623","2",3.5,0.1295,1
"8624","2",3.5,1.1569,1
"8626","0",2,0.7814,1
"8627","2",3.5,1.1901,1
"8628","2",3.5,1.2984,1
"8630","2",4,-0.1431,1
"8631","2",3.5,-0.7194,1
"8633","2",3,1.0579,1
"8634","2",3,0.4419,1
"8635","2",4,0.6371,1
"8637","2",3,2.5668,1
"8638","2",3.5,0.1753,1
"8639","0",3,-0.2807,1
"8640","2",3,-0.8408,1
"8641","0",2.5,0.2592,1
"8642","0",2.5,-0.3465,1
"8643","2",4,0.9564,1
"8644","2",2.5,0.5381,1
"8645","0",1.5,-0.3596,1
"8646","2",4,0.6712,1
"8647","2",4,-0.1804,1
"8648","0",3,-0.6054,1
"8649","2",3,0.6487,1
"8650","2",4,1.2666,1
"8651","1",2,-0.1236,1
"8652","1",3,-1.355,1
"8654","2",4,0.8156,1
"8655","2",3,0.0621,1
"8656","1",2,0.405,1
"8657","2",2.5,1.613,1
"8659","0",3,0.2863,2
"8660","2",3.5,1.3025,1
"8662","2",4,2.5308,1
"8663","0",3.5,0.6885,1
"8664","1",3,-0.1239,2
"8665","2",4,1.2185,1
"8666","2",3.5,1.6049,1
"8667","2",3,0.7438,1
"8669","2",3.5,1.3983,1
"8670","0",2,-0.1431,2
"8671","2",4,0.5106,1
"8672","2",3,0.7016,1
"8673","2",3.5,0.0801,1
"8674","2",3,0.1382,1
"8676","2",3.5,0.7533,1
"8677","2",3,1.6169,1
"8678","2",3.5,0.4193,1
"8680","1",4,-0.3178,1
"8681","2",3.5,-0.4468,1
"8684","1",3.5,0.299,1
"8685","2",3,-0.1427,1
"8686","2",3,-0.8837,1
"8687","0",3,-0.5434,1
"8688","0",3,-1.3419,1
"8689","2",3.5,0.7132,1
"8690","2",2,0.2936,2
"8691","2",3.5,1.5032,1
"8693","1",1.5,-0.3616,1
"8694","0",3.5,1.0759,1
"8695","2",3.5,0.6787,1
"8696","1",3.5,-0.9534,2
"8697","2",2.5,0.2131,1
"8698","2",2.5,1.2881,1
"8700","2",3,0.3252,1
"8702","0",3,-0.1602,1
"8703","2",3.5,0.4279,1
"8704","2",3.5,0.1049,1
"8705","2",3.5,0.5787,1
"8706","0",2.5,0.3481,1
"8708","2",3.5,0.9822,1
"8709","2",4,-0.0906,1
"8710","0",3.5,0.8364,1
"8711","2",3.5,-0.246,1
"8712","2",4,-0.5247,1
"8713","1",2,-0.5628,1
"8714","2",4,1.8621,1
"8715","2",3.5,2.0691,1
"8716","2",3.5,1.547,1
"8717","2",2.5,1.0103,1
"8718","1",3,0.0022,1
"8719","2",4,1.1372,1
"8720","2",2.5,1.0292,1
"8721","0",3.5,-0.5089,1
"8722","2",4,0.2563,1
"8723","2",3,1.4974,1
"8724","2",3,-0.0237,1
"8725","2",3.5,-0.2003,1
"8726","2",3,1.2462,1
"8727","1",3,0.9351,1
"8730","1",4,0.3454,1
"8731","2",4,0.9174,1
"8732","0",2.5,-0.2539,1
"8733","2",3.5,-0.7928,1
"8734","1",2.5,0.5794,1
"8735","0",2,-0.3162,1
"8736","2",2.5,-0.9032,1
"8737","2",2.5,-0.231,1
"8739","2",4,-0.0091,1
"8740","2",3.5,0.6143,1
"8741","2",3,0.972,1
"8742","0",3,0.8973,1
"8744","0",2.5,-0.9394,1
"8745","2",3.5,0.16,1
"8746","0",2.5,1.1448,1
"8747","2",3.5,-0.0903,1
"8748","2",3.5,1.5432,1
"8749","2",3,0.9079,1
"8750","2",3.5,1.4062,1
"8751","2",2,1.2911,1
"8752","1",2.5,0.1548,1
"8755","2",3,1.8489,1
"8756","0",3,-1.216,1
"8757","2",3.5,1.6359,1
"8758","0",3,-0.4397,1
"8759","2",3,-0.1179,1
"8761","2",4,0.4119,1
"8762","2",3,0.6441,1
"8763","2",4,0.7273,1
"8764","1",3.5,-0.8837,1
"8765","1",1.5,-0.6032,1
"8767","2",4,-0.5007,1
"8768","2",3,1.5441,1
"8770","2",3,0.2013,1
"8771","2",4,1.405,1
"8772","2",3,0.5829,1
"8773","0",2.5,-0.3554,1
"8774","1",1.5,1.0647,1
"8776","2",2.5,1.1395,1
"8777","2",4,0.7037,1
"8778","2",4,-0.0996,1
"8779","2",3,-0.6736,1
"8780","2",4,0.7978,1
"8781","2",3,0.8912,1
"8782","2",3,0.7396,1
"8783","2",3,0.8942,1
"8784","0",2.5,-0.2542,1
"8785","2",2.5,-0.4371,1
"8787","2",4,-0.4715,1
"8788","1",2.5,0.1236,1
"8789","2",3.5,0.7503,1
"8790","2",4,-0.1528,1
"8791","2",4,1.1969,1
"8792","2",3,1.9858,1
"8793","2",3,1.0269,1
"8794","2",3,-0.5386,1
"8795","1",3.5,0.4254,1
"8796","0",2.5,0.1314,1
"8797","2",3.5,1.2666,1
"8798","2",3.5,1.079,1
"8799","0",2,1.183,1
"8800","1",2,-1.2098,1
"8801","2",3,-1.2098,1
"8802","2",3.5,0.4716,1
"8803","2",4,0.3202,1
"8804","2",3,-0.0095,1
"8805","2",2.5,-0.0133,2
"8806","2",3,0.7265,1
"8807","2",3.5,-0.8981,1
"8808","2",3.5,1.4419,1
"8809","1",3.5,-0.4024,1
"8810","2",3,-0.3277,1
"8811","2",3,0.7015,1
"8812","2",3.5,0.8725,1
"8813","1",2.5,0.085,1
"8815","2",4,0.34,1
"8816","2",4,0.7961,1
"8817","0",2,-0.8135,2
"8818","2",4,0.8521,1
"8819","0",3.5,-0.406,2
"8820","2",3.5,-0.0206,1
